0	0
0	0
0	0
0	2
2	2
2	2
4	2
4	1
7	1
7	1
9	1
9	1
12	1
12	2
14	2
14	2
17	2
17	2
19	2
19	2
22	2
22	2
24	2
24	2
27	2
27	2
29	2
29	2
32	2
32	2
34	2
34	2
37	2
37	2
39	2
39	2
42	2
42	2
44	2
44	2
47	2
47	2
50	2
50	2
52	2
52	2
55	2
55	2
57	2
57	2
60	2
60	2
62	2
62	2
65	2
65	2
67	2
67	2
70	2
70	3
72	3
72	3
75	3
75	3
77	3
77	3
80	3
80	3
82	3
82	3
85	3
85	3
88	3
88	3
90	3
90	3
93	3
93	3
95	3
95	3
98	3
98	3
100	3
100	3
103	3
103	3
105	3
105	3
108	3
108	3
110	3
110	3
113	3
113	3
115	3
115	3
118	3
118	4
120	4
120	4
123	4
123	4
125	4
125	4
128	4
128	4
130	4
130	4
133	4
133	4
136	4
136	4
138	4
138	4
141	4
141	4
143	4
143	4
146	4
146	4
148	4
148	4
151	4
151	4
153	4
153	4
156	4
156	4
158	4
158	4
161	4
161	4
163	4
163	4
166	4
166	4
168	4
168	4
171	4
171	5
173	5
173	5
176	5
176	5
179	5
179	5
181	5
181	5
184	5
184	5
186	5
186	5
189	5
189	5
191	5
191	5
194	5
194	5
196	5
196	5
199	5
199	5
201	5
201	5
204	5
204	5
206	5
206	5
209	5
209	5
211	5
211	5
214	5
214	6
216	6
216	6
219	6
219	6
222	6
222	6
224	6
224	6
227	6
227	6
229	6
229	6
232	6
232	6
234	6
234	6
237	6
237	6
239	6
239	6
242	6
242	6
244	6
244	6
247	6
247	6
249	6
249	6
252	6
252	6
254	6
254	7
257	7
257	7
259	7
259	7
262	7
262	7
264	7
264	7
267	7
267	7
269	7
269	7
272	7
272	7
275	7
275	7
277	7
277	7
280	7
280	7
282	7
282	7
285	7
285	7
287	7
287	7
290	7
290	7
292	7
292	7
295	7
295	8
297	8
297	8
300	8
300	8
302	8
302	8
305	8
305	8
308	8
308	8
310	8
310	8
313	8
313	8
315	8
315	8
318	8
318	8
320	8
320	8
323	8
323	8
325	8
325	8
328	8
328	8
330	8
330	8
333	8
333	8
335	8
335	9
338	9
338	9
340	9
340	9
343	9
343	9
345	9
345	9
348	9
348	9
350	9
350	9
353	9
353	9
355	9
355	9
358	9
358	9
360	9
360	9
363	9
363	9
366	9
366	10
368	10
368	10
371	10
371	10
373	10
373	10
376	10
376	10
378	10
378	10
381	10
381	10
383	10
383	10
386	10
386	10
388	10
388	10
391	10
391	10
393	10
393	10
396	10
396	10
399	10
399	10
401	10
401	10
404	10
404	11
406	11
406	11
409	11
409	11
411	11
411	11
414	11
414	11
416	11
416	11
419	11
419	11
421	11
421	11
424	11
